Reward,Demand_Satisfaction_Pct,Total_Deficit_Tonnes,Total_Surplus_Tonnes,Export_Revenue_EUR,Import_Cost_EUR,Net_Economic_EUR,Land_Utilization_Pct,Crop_Diversity_Index,Adverse_Weather_Ratio,Model,Seed
824097.9387372327,33.33333333333333,20108.955070534546,257395794.29489693,82366654174.36702,5560300.643748133,82361093873.72327,33.33333333333333,2.1015654901674843,0.22429906542056074,DQN,47118
825378.6147540857,33.33333333333333,21573.293159579585,257801589.49226537,82496508637.52492,5947162.116349505,82490561475.40857,33.33333333333333,2.1015654901674843,0.2897196261682243,DQN,2753
815763.9209098206,33.33333333333333,22036.23300671785,254799947.9939468,81535983358.06297,6091267.080912449,81529892090.98206,33.33333333333333,2.1015654901674843,0.32710280373831774,DQN,99550
822680.4692690237,33.33333333333333,21690.11639253663,256957275.10318995,82226328033.02078,5981106.118407042,82220346926.90237,33.33333333333333,2.1015654901674843,0.27102803738317754,DQN,49690
812887.9333877278,33.33333333333333,21531.768196673198,253897108.4571325,81247074706.2824,5981367.509614418,81241093338.77278,33.33333333333333,2.1015654901674843,0.27102803738317754,DQN,1292
814595.6554349156,33.33333333333333,20641.651648637722,254436283.16203862,81419610611.85236,5745068.360787747,81413865543.49156,33.33333333333333,2.1015654901674843,0.3644859813084112,DQN,18084
826899.2074185676,33.33333333333333,19568.92385350351,258272019.03919426,82647046092.54216,5425350.685398465,82641620741.85677,33.33333333333333,2.1015654901674843,0.24299065420560748,DQN,18778
818388.5662104959,33.33333333333333,21935.652984367367,255617759.88568026,81797683163.41768,6126542.36808342,81791556621.04959,33.33333333333333,2.1015654901674843,0.2897196261682243,DQN,67453
819461.6480279274,33.33333333333333,19410.333224390954,255950975.83204147,81904312266.25327,5447463.460518725,81898864802.79274,33.33333333333333,2.1015654901674843,0.2897196261682243,DQN,76993
820150.0819827407,33.33333333333333,22239.82261419794,256165559.218697,81972978949.98305,6070751.7089823,81966908198.27406,33.33333333333333,2.1015654901674843,0.2523364485981308,DQN,48276
814269.4084292571,33.33333333333333,21233.983626389665,254329631.05760875,81385481938.4348,5841095.509090292,81379640842.9257,33.33333333333333,2.1015654901674843,0.2897196261682243,DQN,72681
818695.3980719608,33.33333333333333,20625.65686883405,255709753.03856775,81827120972.34167,5681165.145606749,81821439807.19608,33.33333333333333,2.1015654901674843,0.2523364485981308,DQN,9347
811537.4241648035,33.33333333333333,21251.778422179836,253474717.6683708,81111909653.87866,5867237.398308127,81106042416.48035,33.33333333333333,2.1015654901674843,0.27102803738317754,DQN,31373
821630.5250269991,33.33333333333333,20692.41980287931,256626544.72071663,82120494310.62932,5741807.929419188,82114752502.6999,33.33333333333333,2.1015654901674843,0.24299065420560748,DQN,583
822412.2800288394,33.33333333333333,20813.145170489668,256875495.75673798,82200158642.15616,5830639.272215194,82194328002.88394,33.33333333333333,2.1015654901674843,0.308411214953271,DQN,40739
821463.2053595774,33.33333333333333,20821.906670627053,256573645.34451377,82103566510.24442,5745974.286661934,82097820535.95775,33.33333333333333,2.1015654901674843,0.2336448598130841,DQN,3672
818486.1413403911,33.33333333333333,21573.80584560459,255648246.43955895,81807438860.65886,5924726.619749954,81801514134.03911,33.33333333333333,2.1015654901674843,0.29906542056074764,DQN,79097
811824.3125335062,33.33333333333333,21437.413094084637,253565159.9499844,81140851183.99501,5919930.644390822,81134931253.35062,33.33333333333333,2.1015654901674843,0.2803738317757009,DQN,53333
818647.1460877624,33.33333333333333,19665.404818271614,255697735.80587974,81823275457.88152,5460849.105271532,81817814608.77625,33.33333333333333,2.1015654901674843,0.308411214953271,DQN,75323
826654.4513726289,33.33333333333333,18532.913054434226,258195270.66009054,82622486611.22897,5141473.966081277,82617345137.2629,33.33333333333333,2.1015654901674843,0.2523364485981308,DQN,58660
822162.4825544518,33.33333333333333,21476.443295480396,256796045.6858593,82174734619.47498,5986364.029808,82168748255.44518,33.33333333333333,2.1015654901674843,0.2803738317757009,DQN,3737
818492.6905883965,33.33333333333333,20319.399016576936,255648845.87145594,81807630678.8659,5661620.0262576435,81801969058.83965,33.33333333333333,2.1015654901674843,0.2897196261682243,DQN,35301
815009.0325613932,33.33333333333333,20401.069146788715,254560709.84845722,81459427151.50632,5623895.366982361,81453803256.13933,33.33333333333333,2.1015654901674843,0.29906542056074764,DQN,1221
822607.1296909922,33.33333333333333,20613.114310329445,256933123.30392826,82218599457.25705,5786488.1578376405,82212812969.09921,33.33333333333333,2.1015654901674843,0.2616822429906542,DQN,7890
807966.6875726447,33.33333333333333,21593.923671948854,252367439.9276624,80757580776.85197,6012019.587505664,80751568757.26447,33.33333333333333,2.1015654901674843,0.3925233644859813,DQN,94019
821414.5805564539,33.33333333333333,21195.48005766303,256559331.97906926,82098986233.30217,5828177.656787747,82093158055.64539,33.33333333333333,2.1015654901674843,0.24299065420560748,DQN,93468
805202.947507305,33.33333333333333,22081.485224504948,251503079.33057463,80480985385.78387,6190635.053370168,80474794750.7305,33.33333333333333,2.1015654901674843,0.37383177570093457,DQN,11966
809104.2410664705,33.33333333333333,21414.02766825003,252719151.91516235,80870128612.85196,6004506.20491665,80864124106.64705,33.33333333333333,2.1015654901674843,0.3364485981308411,DQN,40571
806527.4887315701,33.33333333333333,22100.48057478883,251915460.4187456,80612947333.9986,6098460.84158784,80606848873.15701,33.33333333333333,2.1015654901674843,0.35514018691588783,DQN,28891
