region,year,eurostat_crop_category,production_structure,eurostat_area_thousand_ha,region_normalised,eurostat_area_ha
Mayotte,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.04,mayotte,40.0
Mayotte,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,mayotte,10.0
Mayotte,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,mayotte,10.0
Mayotte,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,mayotte,10.0
France,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,france,
France,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,france,
France,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,france,
France,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,france,
France,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,france,
France,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,france,
France,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,france,
France,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,france,
France,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,france,
France,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,france,
Ile de France,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,ile de france,
Ile de France,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,ile de france,
Ile de France,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,ile de france,
Ile de France,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,ile de france,
Ile de France,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,ile de france,
Ile de France,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,ile de france,
Ile de France,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,ile de france,
Ile de France,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,ile de france,
Ile de France,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,ile de france,
Ile de France,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,ile de france,
Centre — Val de Loire,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,centre - val de loire,
Centre — Val de Loire,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,centre - val de loire,
Centre — Val de Loire,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,centre - val de loire,
Centre — Val de Loire,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,centre - val de loire,
Centre — Val de Loire,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,centre - val de loire,
Centre — Val de Loire,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,centre - val de loire,
Centre — Val de Loire,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,centre - val de loire,
Centre — Val de Loire,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,centre - val de loire,
Centre — Val de Loire,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,centre - val de loire,
Centre — Val de Loire,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,centre - val de loire,
Bourgogne-Franche-Comté,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bourgogne-franche-comte,
Bourgogne-Franche-Comté,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bourgogne-franche-comte,
Bourgogne-Franche-Comté,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bourgogne-franche-comte,
Bourgogne-Franche-Comté,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bourgogne-franche-comte,
Bourgogne-Franche-Comté,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bourgogne-franche-comte,
Bourgogne-Franche-Comté,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bourgogne-franche-comte,
Bourgogne-Franche-Comté,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bourgogne-franche-comte,
Bourgogne-Franche-Comté,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bourgogne-franche-comte,
Bourgogne-Franche-Comté,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bourgogne-franche-comte,
Bourgogne-Franche-Comté,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bourgogne-franche-comte,
Normandie,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,normandie,
Normandie,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,normandie,
Normandie,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,normandie,
Normandie,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,normandie,
Normandie,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,normandie,
Normandie,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,normandie,
Normandie,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,normandie,
Normandie,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,normandie,
Normandie,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,normandie,
Normandie,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,normandie,
Hauts-de-France,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,hauts-de-france,
Hauts-de-France,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,hauts-de-france,
Hauts-de-France,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,hauts-de-france,
Hauts-de-France,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,hauts-de-france,
Hauts-de-France,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,hauts-de-france,
Hauts-de-France,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,hauts-de-france,
Hauts-de-France,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,hauts-de-france,
Hauts-de-France,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,hauts-de-france,
Hauts-de-France,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,hauts-de-france,
Hauts-de-France,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,hauts-de-france,
Grand Est,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,grand est,
Grand Est,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,grand est,
Grand Est,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,grand est,
Grand Est,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,grand est,
Grand Est,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,grand est,
Grand Est,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,grand est,
Grand Est,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,grand est,
Grand Est,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,grand est,
Grand Est,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,grand est,
Grand Est,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,grand est,
Pays de la Loire,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,pays de la loire,
Pays de la Loire,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,pays de la loire,
Pays de la Loire,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,pays de la loire,
Pays de la Loire,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,pays de la loire,
Pays de la Loire,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,pays de la loire,
Pays de la Loire,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,pays de la loire,
Pays de la Loire,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,pays de la loire,
Pays de la Loire,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,pays de la loire,
Pays de la Loire,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,pays de la loire,
Pays de la Loire,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,pays de la loire,
Bretagne,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bretagne,
Bretagne,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bretagne,
Bretagne,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bretagne,
Bretagne,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bretagne,
Bretagne,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bretagne,
Bretagne,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bretagne,
Bretagne,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bretagne,
Bretagne,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bretagne,
Bretagne,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bretagne,
Bretagne,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bretagne,
Nouvelle-Aquitaine,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,nouvelle-aquitaine,
Nouvelle-Aquitaine,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,nouvelle-aquitaine,
Nouvelle-Aquitaine,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,nouvelle-aquitaine,
Nouvelle-Aquitaine,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,nouvelle-aquitaine,
Nouvelle-Aquitaine,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,nouvelle-aquitaine,
Nouvelle-Aquitaine,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,nouvelle-aquitaine,
Nouvelle-Aquitaine,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,nouvelle-aquitaine,
Nouvelle-Aquitaine,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,nouvelle-aquitaine,
Nouvelle-Aquitaine,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,nouvelle-aquitaine,
Nouvelle-Aquitaine,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,nouvelle-aquitaine,
Occitanie,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,occitanie,
Occitanie,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,occitanie,
Occitanie,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,occitanie,
Occitanie,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,occitanie,
Occitanie,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,occitanie,
Occitanie,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,occitanie,
Occitanie,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,occitanie,
Occitanie,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,occitanie,
Occitanie,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,occitanie,
Occitanie,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,occitanie,
Auvergne-Rhône-Alpes,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,auvergne-rhone-alpes,
Auvergne-Rhône-Alpes,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,auvergne-rhone-alpes,
Auvergne-Rhône-Alpes,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,auvergne-rhone-alpes,
Auvergne-Rhône-Alpes,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,auvergne-rhone-alpes,
Auvergne-Rhône-Alpes,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,auvergne-rhone-alpes,
Auvergne-Rhône-Alpes,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,auvergne-rhone-alpes,
Auvergne-Rhône-Alpes,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,auvergne-rhone-alpes,
Auvergne-Rhône-Alpes,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,auvergne-rhone-alpes,
Auvergne-Rhône-Alpes,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,auvergne-rhone-alpes,
Auvergne-Rhône-Alpes,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,auvergne-rhone-alpes,
Provence-Alpes-Côte d’Azur,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,provence-alpes-cote d'azur,
Provence-Alpes-Côte d’Azur,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,provence-alpes-cote d'azur,
Provence-Alpes-Côte d’Azur,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,provence-alpes-cote d'azur,
Provence-Alpes-Côte d’Azur,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,provence-alpes-cote d'azur,
Provence-Alpes-Côte d’Azur,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,provence-alpes-cote d'azur,
Provence-Alpes-Côte d’Azur,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,provence-alpes-cote d'azur,
Provence-Alpes-Côte d’Azur,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,provence-alpes-cote d'azur,
Provence-Alpes-Côte d’Azur,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,provence-alpes-cote d'azur,
Provence-Alpes-Côte d’Azur,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,provence-alpes-cote d'azur,
Provence-Alpes-Côte d’Azur,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,provence-alpes-cote d'azur,
Corse,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,corse,
Corse,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,corse,
Corse,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,corse,
Corse,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,corse,
Corse,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,corse,
Corse,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,corse,
Corse,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,corse,
Corse,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,corse,
Corse,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,corse,
Corse,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,corse,
Guadeloupe,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guadeloupe,
Guadeloupe,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guadeloupe,
Guadeloupe,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guadeloupe,
Guadeloupe,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guadeloupe,
Guadeloupe,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guadeloupe,
Guadeloupe,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guadeloupe,
Guadeloupe,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guadeloupe,
Guadeloupe,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guadeloupe,
Guadeloupe,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guadeloupe,
Guadeloupe,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guadeloupe,
Martinique,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,martinique,
Martinique,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,martinique,
Martinique,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,martinique,
Martinique,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,martinique,
Martinique,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,martinique,
Martinique,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,martinique,
Martinique,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,martinique,
Martinique,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,martinique,
Martinique,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,martinique,
Martinique,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,martinique,
Guyane,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guyane,
Guyane,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guyane,
Guyane,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guyane,
Guyane,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guyane,
Guyane,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guyane,
Guyane,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guyane,
Guyane,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guyane,
Guyane,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guyane,
Guyane,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guyane,
Guyane,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guyane,
La Réunion,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,la reunion,
La Réunion,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,la reunion,
La Réunion,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,la reunion,
La Réunion,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,la reunion,
La Réunion,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,la reunion,
La Réunion,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,la reunion,
La Réunion,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,la reunion,
La Réunion,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,la reunion,
La Réunion,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,la reunion,
La Réunion,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,la reunion,
Mayotte,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,mayotte,
Mayotte,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,mayotte,
Mayotte,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,mayotte,
Mayotte,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,mayotte,
Mayotte,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,mayotte,
Mayotte,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,mayotte,
Mayotte,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,mayotte,
Mayotte,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,mayotte,
Mayotte,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,mayotte,
Mayotte,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,mayotte,
